Altitude (m),Pressure (Pa),Temperature (K)
7.306000e+05,2.405252e-05,9.058923e+02
7.306500e+05,2.405635e-05,9.059480e+02
7.307000e+05,2.406017e-05,9.060038e+02
7.307500e+05,2.406400e-05,9.060595e+02
7.308000e+05,2.406783e-05,9.061153e+02
7.308500e+05,2.407165e-05,9.061710e+02
7.309000e+05,2.407548e-05,9.062268e+02
7.309500e+05,2.407931e-05,9.062825e+02
7.310000e+05,2.408314e-05,9.063383e+02
7.310500e+05,2.408698e-05,9.063940e+02
7.311000e+05,2.409081e-05,9.064498e+02
7.311500e+05,2.409464e-05,9.065055e+02
7.312000e+05,2.409848e-05,9.065613e+02
7.312500e+05,2.410231e-05,9.066170e+02
7.313000e+05,2.410615e-05,9.066728e+02
7.313500e+05,2.410999e-05,9.067285e+02
7.314000e+05,2.411383e-05,9.067843e+02
7.314500e+05,2.411767e-05,9.068400e+02
7.315000e+05,2.412151e-05,9.068958e+02
7.315500e+05,2.412535e-05,9.069515e+02
7.316000e+05,2.412919e-05,9.070073e+02
7.316500e+05,2.413304e-05,9.070630e+02
7.317000e+05,2.413688e-05,9.071188e+02
7.317500e+05,2.414073e-05,9.071745e+02
7.318000e+05,2.414458e-05,9.072303e+02
7.318500e+05,2.414842e-05,9.072860e+02
7.319000e+05,2.415227e-05,9.073418e+02
7.319500e+05,2.415612e-05,9.073975e+02
7.320000e+05,2.415998e-05,9.074533e+02
7.320500e+05,2.416383e-05,9.075090e+02
7.321000e+05,2.416768e-05,9.075648e+02
7.321500e+05,2.417153e-05,9.076205e+02
7.322000e+05,2.417539e-05,9.076763e+02
7.322500e+05,2.417925e-05,9.077320e+02
7.323000e+05,2.418310e-05,9.077878e+02
7.323500e+05,2.418696e-05,9.078435e+02
7.324000e+05,2.419082e-05,9.078993e+02
7.324500e+05,2.419468e-05,9.079551e+02
7.325000e+05,2.419854e-05,9.080108e+02
7.325500e+05,2.420240e-05,9.080666e+02
7.326000e+05,2.420627e-05,9.081223e+02
7.326500e+05,2.421013e-05,9.081781e+02
7.327000e+05,2.421400e-05,9.082338e+02
7.327500e+05,2.421786e-05,9.082896e+02
7.328000e+05,2.422173e-05,9.083453e+02
7.328500e+05,2.422560e-05,9.084011e+02
7.329000e+05,2.422947e-05,9.084568e+02
7.329500e+05,2.423334e-05,9.085126e+02
7.330000e+05,2.423721e-05,9.085683e+02
7.330500e+05,2.424108e-05,9.086241e+02
7.331000e+05,2.424496e-05,9.086798e+02
7.331500e+05,2.424883e-05,9.087356e+02
7.332000e+05,2.425271e-05,9.087913e+02
7.332500e+05,2.425658e-05,9.088471e+02
7.333000e+05,2.426046e-05,9.089028e+02
7.333500e+05,2.426434e-05,9.089586e+02
7.334000e+05,2.426822e-05,9.090143e+02
7.334500e+05,2.427210e-05,9.090701e+02
7.335000e+05,2.427598e-05,9.091258e+02
7.335500e+05,2.427986e-05,9.091816e+02
7.336000e+05,2.428375e-05,9.092373e+02
7.336500e+05,2.428763e-05,9.092931e+02
7.337000e+05,2.429152e-05,9.093488e+02
7.337500e+05,2.429540e-05,9.094046e+02
7.338000e+05,2.429929e-05,9.094603e+02
7.338500e+05,2.430318e-05,9.095161e+02
7.339000e+05,2.430707e-05,9.095718e+02
7.339500e+05,2.431096e-05,9.096276e+02
7.340000e+05,2.431485e-05,9.096833e+02
7.340500e+05,2.431875e-05,9.097391e+02
7.341000e+05,2.432264e-05,9.097948e+02
7.341500e+05,2.432653e-05,9.098506e+02
7.342000e+05,2.433043e-05,9.099063e+02
7.342500e+05,2.433433e-05,9.099621e+02
7.343000e+05,2.433822e-05,9.100178e+02
7.343500e+05,2.434212e-05,9.100736e+02
7.344000e+05,2.434602e-05,9.101293e+02
7.344500e+05,2.434992e-05,9.101851e+02
7.345000e+05,2.435383e-05,9.102408e+02
7.345500e+05,2.435773e-05,9.102966e+02
7.346000e+05,2.436163e-05,9.103523e+02
7.346500e+05,2.436554e-05,9.104081e+02
7.347000e+05,2.436944e-05,9.104638e+02
7.347500e+05,2.437335e-05,9.105196e+02
7.348000e+05,2.437726e-05,9.105753e+02
7.348500e+05,2.438117e-05,9.106311e+02
7.349000e+05,2.438508e-05,9.106869e+02
7.349500e+05,2.438899e-05,9.107426e+02
7.350000e+05,2.439290e-05,9.107984e+02
7.350500e+05,2.439681e-05,9.108541e+02
7.351000e+05,2.440073e-05,9.109099e+02
7.351500e+05,2.440464e-05,9.109656e+02
7.352000e+05,2.440856e-05,9.110214e+02
7.352500e+05,2.441248e-05,9.110771e+02
7.353000e+05,2.441640e-05,9.111329e+02
7.353500e+05,2.442031e-05,9.111886e+02
7.354000e+05,2.442424e-05,9.112444e+02
7.354500e+05,2.442816e-05,9.113001e+02
7.355000e+05,2.443208e-05,9.113559e+02
7.355500e+05,2.443600e-05,9.114116e+02
7.356000e+05,2.443993e-05,9.114674e+02
7.356500e+05,2.444385e-05,9.115231e+02
7.357000e+05,2.444778e-05,9.115789e+02
7.357500e+05,2.445171e-05,9.116346e+02
7.358000e+05,2.445563e-05,9.116904e+02
7.358500e+05,2.445956e-05,9.117461e+02
7.359000e+05,2.446349e-05,9.118019e+02
7.359500e+05,2.446743e-05,9.118576e+02
7.360000e+05,2.447136e-05,9.119134e+02
7.360500e+05,2.447529e-05,9.119691e+02
7.361000e+05,2.447923e-05,9.120249e+02
7.361500e+05,2.448316e-05,9.120806e+02
7.362000e+05,2.448710e-05,9.121364e+02
7.362500e+05,2.449104e-05,9.121921e+02
7.363000e+05,2.449498e-05,9.122479e+02
7.363500e+05,2.449892e-05,9.123036e+02
7.364000e+05,2.450286e-05,9.123594e+02
7.364500e+05,2.450680e-05,9.124151e+02
7.365000e+05,2.451074e-05,9.124709e+02
7.365500e+05,2.451469e-05,9.125266e+02
7.366000e+05,2.451863e-05,9.125824e+02
7.366500e+05,2.452258e-05,9.126381e+02
7.367000e+05,2.452652e-05,9.126939e+02
7.367500e+05,2.453047e-05,9.127496e+02
7.368000e+05,2.453442e-05,9.128054e+02
7.368500e+05,2.453837e-05,9.128611e+02
7.369000e+05,2.454232e-05,9.129169e+02
7.369500e+05,2.454627e-05,9.129726e+02
7.370000e+05,2.455023e-05,9.130284e+02
7.370500e+05,2.455418e-05,9.130841e+02
7.371000e+05,2.455814e-05,9.131399e+02
7.371500e+05,2.456209e-05,9.131956e+02
7.372000e+05,2.456605e-05,9.132514e+02
7.372500e+05,2.457001e-05,9.133072e+02
7.373000e+05,2.457397e-05,9.133629e+02
7.373500e+05,2.457793e-05,9.134187e+02
7.374000e+05,2.458189e-05,9.134744e+02
7.374500e+05,2.458585e-05,9.135302e+02
7.375000e+05,2.458981e-05,9.135859e+02
7.375500e+05,2.459378e-05,9.136417e+02
7.376000e+05,2.459774e-05,9.136974e+02
7.376500e+05,2.460171e-05,9.137532e+02
7.377000e+05,2.460568e-05,9.138089e+02
7.377500e+05,2.460965e-05,9.138647e+02
7.378000e+05,2.461362e-05,9.139204e+02
7.378500e+05,2.461759e-05,9.139762e+02
7.379000e+05,2.462156e-05,9.140319e+02
7.379500e+05,2.462553e-05,9.140877e+02
7.380000e+05,2.462951e-05,9.141434e+02
7.380500e+05,2.463348e-05,9.141992e+02
7.381000e+05,2.463746e-05,9.142549e+02
7.381500e+05,2.464143e-05,9.143107e+02
7.382000e+05,2.464541e-05,9.143664e+02
7.382500e+05,2.464939e-05,9.144222e+02
7.383000e+05,2.465337e-05,9.144779e+02
7.383500e+05,2.465735e-05,9.145337e+02
7.384000e+05,2.466133e-05,9.145894e+02
7.384500e+05,2.466532e-05,9.146452e+02
7.385000e+05,2.466930e-05,9.147009e+02
7.385500e+05,2.467329e-05,9.147567e+02
7.386000e+05,2.467727e-05,9.148124e+02
7.386500e+05,2.468126e-05,9.148682e+02
7.387000e+05,2.468525e-05,9.149239e+02
7.387500e+05,2.468924e-05,9.149797e+02
7.388000e+05,2.469323e-05,9.150354e+02
7.388500e+05,2.469722e-05,9.150912e+02
7.389000e+05,2.470121e-05,9.151469e+02
7.389500e+05,2.470520e-05,9.152027e+02
7.390000e+05,2.470920e-05,9.152584e+02
7.390500e+05,2.471319e-05,9.153142e+02
7.391000e+05,2.471719e-05,9.153699e+02
7.391500e+05,2.472119e-05,9.154257e+02
7.392000e+05,2.472519e-05,9.154814e+02
7.392500e+05,2.472919e-05,9.155372e+02
7.393000e+05,2.473319e-05,9.155929e+02
7.393500e+05,2.473719e-05,9.156487e+02
7.394000e+05,2.474119e-05,9.157044e+02
7.394500e+05,2.474520e-05,9.157602e+02
7.395000e+05,2.474920e-05,9.158159e+02
7.395500e+05,2.475321e-05,9.158717e+02
7.396000e+05,2.475721e-05,9.159274e+02
7.396500e+05,2.476122e-05,9.159832e+02
7.397000e+05,2.476523e-05,9.160390e+02
7.397500e+05,2.476924e-05,9.160947e+02
7.398000e+05,2.477325e-05,9.161505e+02
7.398500e+05,2.477726e-05,9.162062e+02
7.399000e+05,2.478128e-05,9.162620e+02
7.399500e+05,2.478529e-05,9.163177e+02
7.400000e+05,2.478931e-05,9.163735e+02
7.400500e+05,2.479332e-05,9.164292e+02
7.401000e+05,2.479734e-05,9.164850e+02
7.401500e+05,2.480136e-05,9.165407e+02
7.402000e+05,2.480538e-05,9.165965e+02
7.402500e+05,2.480940e-05,9.166522e+02
7.403000e+05,2.481342e-05,9.167080e+02
7.403500e+05,2.481744e-05,9.167637e+02
7.404000e+05,2.482147e-05,9.168195e+02
7.404500e+05,2.482549e-05,9.168752e+02
7.405000e+05,2.482952e-05,9.169310e+02
7.405500e+05,2.483354e-05,9.169867e+02
7.406000e+05,2.483757e-05,9.170425e+02
7.406500e+05,2.484160e-05,9.170982e+02
7.407000e+05,2.484563e-05,9.171540e+02
7.407500e+05,2.484966e-05,9.172097e+02
7.408000e+05,2.485369e-05,9.172655e+02
7.408500e+05,2.485772e-05,9.173212e+02
7.409000e+05,2.486176e-05,9.173770e+02
7.409500e+05,2.486579e-05,9.174327e+02
7.410000e+05,2.486983e-05,9.174885e+02
7.410500e+05,2.487387e-05,9.175442e+02
7.411000e+05,2.487791e-05,9.176000e+02
7.411500e+05,2.488194e-05,9.176557e+02
7.412000e+05,2.488598e-05,9.177115e+02
7.412500e+05,2.489003e-05,9.177672e+02
7.413000e+05,2.489407e-05,9.178230e+02
7.413500e+05,2.489811e-05,9.178787e+02
7.414000e+05,2.490216e-05,9.179345e+02
7.414500e+05,2.490620e-05,9.179902e+02
7.415000e+05,2.491025e-05,9.180460e+02
7.415500e+05,2.491430e-05,9.181017e+02
7.416000e+05,2.491834e-05,9.181575e+02
7.416500e+05,2.492239e-05,9.182132e+02
7.417000e+05,2.492645e-05,9.182690e+02
7.417500e+05,2.493050e-05,9.183247e+02
7.418000e+05,2.493455e-05,9.183805e+02
7.418500e+05,2.493860e-05,9.184362e+02
7.419000e+05,2.494266e-05,9.184920e+02
7.419500e+05,2.494671e-05,9.185477e+02
7.420000e+05,2.495077e-05,9.186035e+02
7.420500e+05,2.495483e-05,9.186592e+02
7.421000e+05,2.495889e-05,9.187150e+02
7.421500e+05,2.496295e-05,9.187708e+02
7.422000e+05,2.496701e-05,9.188265e+02
7.422500e+05,2.497107e-05,9.188823e+02
7.423000e+05,2.497514e-05,9.189380e+02
7.423500e+05,2.497920e-05,9.189938e+02
7.424000e+05,2.498327e-05,9.190495e+02
7.424500e+05,2.498733e-05,9.191053e+02
7.425000e+05,2.499140e-05,9.191610e+02
7.425500e+05,2.499547e-05,9.192168e+02
7.426000e+05,2.499954e-05,9.192725e+02
7.426500e+05,2.500361e-05,9.193283e+02
7.427000e+05,2.500768e-05,9.193840e+02
7.427500e+05,2.501175e-05,9.194398e+02
7.428000e+05,2.501583e-05,9.194955e+02
7.428500e+05,2.501990e-05,9.195513e+02
7.429000e+05,2.502398e-05,9.196070e+02
7.429500e+05,2.502806e-05,9.196628e+02
7.430000e+05,2.503213e-05,9.197185e+02
7.430500e+05,2.503621e-05,9.197743e+02
7.431000e+05,2.504029e-05,9.198300e+02
7.431500e+05,2.504437e-05,9.198858e+02
7.432000e+05,2.504846e-05,9.199415e+02
7.432500e+05,2.505254e-05,9.199973e+02
7.433000e+05,2.505662e-05,9.200530e+02
7.433500e+05,2.506071e-05,9.201088e+02
7.434000e+05,2.506480e-05,9.201645e+02
7.434500e+05,2.506888e-05,9.202203e+02
7.435000e+05,2.507297e-05,9.202760e+02
7.435500e+05,2.507706e-05,9.203318e+02
7.436000e+05,2.508115e-05,9.203875e+02
7.436500e+05,2.508524e-05,9.204433e+02
7.437000e+05,2.508934e-05,9.204990e+02
7.437500e+05,2.509343e-05,9.205548e+02
7.438000e+05,2.509753e-05,9.206105e+02
7.438500e+05,2.510162e-05,9.206663e+02
7.439000e+05,2.510572e-05,9.207220e+02
7.439500e+05,2.510982e-05,9.207778e+02
7.440000e+05,2.511392e-05,9.208335e+02
7.440500e+05,2.511802e-05,9.208893e+02
7.441000e+05,2.512212e-05,9.209450e+02
7.441500e+05,2.512622e-05,9.210008e+02
7.442000e+05,2.513032e-05,9.210565e+02
7.442500e+05,2.513443e-05,9.211123e+02
7.443000e+05,2.513853e-05,9.211680e+02
7.443500e+05,2.514264e-05,9.212238e+02
7.444000e+05,2.514675e-05,9.212795e+02
7.444500e+05,2.515086e-05,9.213353e+02
7.445000e+05,2.515497e-05,9.213910e+02
7.445500e+05,2.515908e-05,9.214468e+02
7.446000e+05,2.516319e-05,9.215026e+02
7.446500e+05,2.516730e-05,9.215583e+02
7.447000e+05,2.517142e-05,9.216141e+02
7.447500e+05,2.517553e-05,9.216698e+02
7.448000e+05,2.517965e-05,9.217256e+02
7.448500e+05,2.518376e-05,9.217813e+02
7.449000e+05,2.518788e-05,9.218371e+02
7.449500e+05,2.519200e-05,9.218928e+02
7.450000e+05,2.519612e-05,9.219486e+02
7.450500e+05,2.520024e-05,9.220043e+02
7.451000e+05,2.520437e-05,9.220601e+02
7.451500e+05,2.520849e-05,9.221158e+02
7.452000e+05,2.521261e-05,9.221716e+02
7.452500e+05,2.521674e-05,9.222273e+02
7.453000e+05,2.522087e-05,9.222831e+02
7.453500e+05,2.522499e-05,9.223388e+02
7.454000e+05,2.522912e-05,9.223946e+02
7.454500e+05,2.523325e-05,9.224503e+02
7.455000e+05,2.523738e-05,9.225061e+02
7.455500e+05,2.524152e-05,9.225618e+02
7.456000e+05,2.524565e-05,9.226176e+02
7.456500e+05,2.524978e-05,9.226733e+02
7.457000e+05,2.525392e-05,9.227291e+02
7.457500e+05,2.525805e-05,9.227848e+02
7.458000e+05,2.526219e-05,9.228406e+02
7.458500e+05,2.526633e-05,9.228963e+02
7.459000e+05,2.527047e-05,9.229521e+02
7.459500e+05,2.527461e-05,9.230078e+02
7.460000e+05,2.527875e-05,9.230636e+02
7.460500e+05,2.528289e-05,9.231193e+02
7.461000e+05,2.528704e-05,9.231751e+02
7.461500e+05,2.529118e-05,9.232308e+02
7.462000e+05,2.529533e-05,9.232866e+02
7.462500e+05,2.529948e-05,9.233423e+02
7.463000e+05,2.530362e-05,9.233981e+02
7.463500e+05,2.530777e-05,9.234538e+02
7.464000e+05,2.531192e-05,9.235096e+02
7.464500e+05,2.531607e-05,9.235653e+02
7.465000e+05,2.532023e-05,9.236211e+02
7.465500e+05,2.532438e-05,9.236768e+02
7.466000e+05,2.532853e-05,9.237326e+02
7.466500e+05,2.533269e-05,9.237883e+02
7.467000e+05,2.533685e-05,9.238441e+02
7.467500e+05,2.534100e-05,9.238998e+02
7.468000e+05,2.534516e-05,9.239556e+02
7.468500e+05,2.534932e-05,9.240113e+02
7.469000e+05,2.535348e-05,9.240671e+02
7.469500e+05,2.535764e-05,9.241228e+02
7.470000e+05,2.536181e-05,9.241786e+02
7.470500e+05,2.536597e-05,9.242344e+02
7.471000e+05,2.537014e-05,9.242901e+02
7.471500e+05,2.537430e-05,9.243459e+02
7.472000e+05,2.537847e-05,9.244016e+02
7.472500e+05,2.538264e-05,9.244574e+02
7.473000e+05,2.538681e-05,9.245131e+02
7.473500e+05,2.539098e-05,9.245689e+02
7.474000e+05,2.539515e-05,9.246246e+02
7.474500e+05,2.539932e-05,9.246804e+02
7.475000e+05,2.540349e-05,9.247361e+02
7.475500e+05,2.540767e-05,9.247919e+02
7.476000e+05,2.541185e-05,9.248476e+02
7.476500e+05,2.541602e-05,9.249034e+02
7.477000e+05,2.542020e-05,9.249591e+02
7.477500e+05,2.542438e-05,9.250149e+02
7.478000e+05,2.542856e-05,9.250706e+02
7.478500e+05,2.543274e-05,9.251264e+02
7.479000e+05,2.543692e-05,9.251821e+02
7.479500e+05,2.544111e-05,9.252379e+02
7.480000e+05,2.544529e-05,9.252936e+02
7.480500e+05,2.544948e-05,9.253494e+02
7.481000e+05,2.545366e-05,9.254051e+02
7.481500e+05,2.545785e-05,9.254609e+02
7.482000e+05,2.546204e-05,9.255166e+02
7.482500e+05,2.546623e-05,9.255724e+02
7.483000e+05,2.547042e-05,9.256281e+02
7.483500e+05,2.547461e-05,9.256839e+02
7.484000e+05,2.547880e-05,9.257396e+02
7.484500e+05,2.548300e-05,9.257954e+02
7.485000e+05,2.548719e-05,9.258511e+02
7.485500e+05,2.549139e-05,9.259069e+02
7.486000e+05,2.549559e-05,9.259626e+02
7.486500e+05,2.549978e-05,9.260184e+02
7.487000e+05,2.550398e-05,9.260741e+02
7.487500e+05,2.550818e-05,9.261299e+02
7.488000e+05,2.551239e-05,9.261856e+02
7.488500e+05,2.551659e-05,9.262414e+02
7.489000e+05,2.552079e-05,9.262971e+02
7.489500e+05,2.552500e-05,9.263529e+02
7.490000e+05,2.552920e-05,9.264086e+02
7.490500e+05,2.553341e-05,9.264644e+02
7.491000e+05,2.553762e-05,9.265201e+02
7.491500e+05,2.554183e-05,9.265759e+02
7.492000e+05,2.554604e-05,9.266316e+02
7.492500e+05,2.555025e-05,9.266874e+02
7.493000e+05,2.555446e-05,9.267431e+02
7.493500e+05,2.555867e-05,9.267989e+02
7.494000e+05,2.556289e-05,9.268547e+02
7.494500e+05,2.556710e-05,9.269104e+02
7.495000e+05,2.557132e-05,9.269662e+02
7.495500e+05,2.557554e-05,9.270219e+02
7.496000e+05,2.557976e-05,9.270777e+02
7.496500e+05,2.558398e-05,9.271334e+02
7.497000e+05,2.558820e-05,9.271892e+02
7.497500e+05,2.559242e-05,9.272449e+02
7.498000e+05,2.559664e-05,9.273007e+02
7.498500e+05,2.560087e-05,9.273564e+02
7.499000e+05,2.560509e-05,9.274122e+02
7.499500e+05,2.560932e-05,9.274679e+02
7.500000e+05,2.561355e-05,9.275237e+02
7.500500e+05,2.561777e-05,9.275794e+02
7.501000e+05,2.562200e-05,9.276352e+02
7.501500e+05,2.562623e-05,9.276909e+02
7.502000e+05,2.563047e-05,9.277467e+02
7.502500e+05,2.563470e-05,9.278024e+02
7.503000e+05,2.563893e-05,9.278582e+02
7.503500e+05,2.564317e-05,9.279139e+02
7.504000e+05,2.564740e-05,9.279697e+02
7.504500e+05,2.565164e-05,9.280254e+02
7.505000e+05,2.565588e-05,9.280812e+02
7.505500e+05,2.566012e-05,9.281369e+02
7.506000e+05,2.566436e-05,9.281927e+02
7.506500e+05,2.566860e-05,9.282484e+02
7.507000e+05,2.567284e-05,9.283042e+02
7.507500e+05,2.567709e-05,9.283599e+02
7.508000e+05,2.568133e-05,9.284157e+02
7.508500e+05,2.568558e-05,9.284714e+02
7.509000e+05,2.568982e-05,9.285272e+02
7.509500e+05,2.569407e-05,9.285829e+02
7.510000e+05,2.569832e-05,9.286387e+02
7.510500e+05,2.570257e-05,9.286944e+02
7.511000e+05,2.570682e-05,9.287502e+02
7.511500e+05,2.571108e-05,9.288059e+02
7.512000e+05,2.571533e-05,9.288617e+02
7.512500e+05,2.571958e-05,9.289174e+02
7.513000e+05,2.572384e-05,9.289732e+02
7.513500e+05,2.572810e-05,9.290289e+02
7.514000e+05,2.573235e-05,9.290847e+02
7.514500e+05,2.573661e-05,9.291404e+02
7.515000e+05,2.574087e-05,9.291962e+02
7.515500e+05,2.574513e-05,9.292519e+02
7.516000e+05,2.574940e-05,9.293077e+02
7.516500e+05,2.575366e-05,9.293634e+02
7.517000e+05,2.575792e-05,9.294192e+02
7.517500e+05,2.576219e-05,9.294749e+02
7.518000e+05,2.576645e-05,9.295307e+02
7.518500e+05,2.577072e-05,9.295865e+02
7.519000e+05,2.577499e-05,9.296422e+02
7.519500e+05,2.577926e-05,9.296980e+02
7.520000e+05,2.578353e-05,9.297537e+02
7.520500e+05,2.578780e-05,9.298095e+02
7.521000e+05,2.579208e-05,9.298652e+02
7.521500e+05,2.579635e-05,9.299210e+02
7.522000e+05,2.580063e-05,9.299767e+02
7.522500e+05,2.580490e-05,9.300325e+02
7.523000e+05,2.580918e-05,9.300882e+02
7.523500e+05,2.581346e-05,9.301440e+02
7.524000e+05,2.581774e-05,9.301997e+02
7.524500e+05,2.582202e-05,9.302555e+02
7.525000e+05,2.582630e-05,9.303112e+02
7.525500e+05,2.583058e-05,9.303670e+02
7.526000e+05,2.583487e-05,9.304227e+02
7.526500e+05,2.583915e-05,9.304785e+02
7.527000e+05,2.584344e-05,9.305342e+02
7.527500e+05,2.584773e-05,9.305900e+02
7.528000e+05,2.585201e-05,9.306457e+02
7.528500e+05,2.585630e-05,9.307015e+02
7.529000e+05,2.586059e-05,9.307572e+02
7.529500e+05,2.586489e-05,9.308130e+02
7.530000e+05,2.586918e-05,9.308687e+02
7.530500e+05,2.587347e-05,9.309245e+02
7.531000e+05,2.587777e-05,9.309802e+02
7.531500e+05,2.588206e-05,9.310360e+02
7.532000e+05,2.588636e-05,9.310917e+02
7.532500e+05,2.589066e-05,9.311475e+02
7.533000e+05,2.589496e-05,9.312032e+02
7.533500e+05,2.589926e-05,9.312590e+02
7.534000e+05,2.590356e-05,9.313147e+02
7.534500e+05,2.590786e-05,9.313705e+02
7.535000e+05,2.591216e-05,9.314262e+02
7.535500e+05,2.591647e-05,9.314820e+02
7.536000e+05,2.592078e-05,9.315377e+02
7.536500e+05,2.592508e-05,9.315935e+02
7.537000e+05,2.592939e-05,9.316492e+02
7.537500e+05,2.593370e-05,9.317050e+02
7.538000e+05,2.593801e-05,9.317607e+02
7.538500e+05,2.594232e-05,9.318165e+02
7.539000e+05,2.594663e-05,9.318722e+02
7.539500e+05,2.595095e-05,9.319280e+02
7.540000e+05,2.595526e-05,9.319837e+02
7.540500e+05,2.595958e-05,9.320395e+02
7.541000e+05,2.596389e-05,9.320952e+02
7.541500e+05,2.596821e-05,9.321510e+02
7.542000e+05,2.597253e-05,9.322067e+02
7.542500e+05,2.597685e-05,9.322625e+02
7.543000e+05,2.598117e-05,9.323183e+02
7.543500e+05,2.598549e-05,9.323740e+02
7.544000e+05,2.598982e-05,9.324298e+02
7.544500e+05,2.599414e-05,9.324855e+02
7.545000e+05,2.599847e-05,9.325413e+02
7.545500e+05,2.600279e-05,9.325970e+02
7.546000e+05,2.600712e-05,9.326528e+02
7.546500e+05,2.601145e-05,9.327085e+02
7.547000e+05,2.601578e-05,9.327643e+02
7.547500e+05,2.602011e-05,9.328200e+02
7.548000e+05,2.602444e-05,9.328758e+02
7.548500e+05,2.602878e-05,9.329315e+02
7.549000e+05,2.603311e-05,9.329873e+02
7.549500e+05,2.603745e-05,9.330430e+02
7.550000e+05,2.604178e-05,9.330988e+02
7.550500e+05,2.604612e-05,9.331545e+02
7.551000e+05,2.605046e-05,9.332103e+02
7.551500e+05,2.605480e-05,9.332660e+02
7.552000e+05,2.605914e-05,9.333218e+02
7.552500e+05,2.606348e-05,9.333775e+02
7.553000e+05,2.606783e-05,9.334333e+02
7.553500e+05,2.607217e-05,9.334890e+02
7.554000e+05,2.607652e-05,9.335448e+02
7.554500e+05,2.608086e-05,9.336005e+02
7.555000e+05,2.608521e-05,9.336563e+02
7.555500e+05,2.608956e-05,9.337120e+02
7.556000e+05,2.609391e-05,9.337678e+02
7.556500e+05,2.609826e-05,9.338235e+02
7.557000e+05,2.610261e-05,9.338793e+02
7.557500e+05,2.610697e-05,9.339350e+02
7.558000e+05,2.611132e-05,9.339908e+02
7.558500e+05,2.611567e-05,9.340465e+02
7.559000e+05,2.612003e-05,9.341023e+02
7.559500e+05,2.612439e-05,9.341580e+02
7.560000e+05,2.612875e-05,9.342138e+02
7.560500e+05,2.613311e-05,9.342695e+02
7.561000e+05,2.613747e-05,9.343253e+02
7.561500e+05,2.614183e-05,9.343810e+02
7.562000e+05,2.614619e-05,9.344368e+02
7.562500e+05,2.615056e-05,9.344925e+02
7.563000e+05,2.615492e-05,9.345483e+02
7.563500e+05,2.615929e-05,9.346040e+02
7.564000e+05,2.616366e-05,9.346598e+02
7.564500e+05,2.616803e-05,9.347155e+02
7.565000e+05,2.617240e-05,9.347713e+02
7.565500e+05,2.617677e-05,9.348270e+02
7.566000e+05,2.618114e-05,9.348828e+02
7.566500e+05,2.618551e-05,9.349385e+02
7.567000e+05,2.618989e-05,9.349943e+02
7.567500e+05,2.619426e-05,9.350501e+02
7.568000e+05,2.619864e-05,9.351058e+02
7.568500e+05,2.620301e-05,9.351616e+02
7.569000e+05,2.620739e-05,9.352173e+02
7.569500e+05,2.621177e-05,9.352731e+02
7.570000e+05,2.621615e-05,9.353288e+02
7.570500e+05,2.622054e-05,9.353846e+02
7.571000e+05,2.622492e-05,9.354403e+02
7.571500e+05,2.622930e-05,9.354961e+02
7.572000e+05,2.623369e-05,9.355518e+02
7.572500e+05,2.623807e-05,9.356076e+02
7.573000e+05,2.624246e-05,9.356633e+02
7.573500e+05,2.624685e-05,9.357191e+02
7.574000e+05,2.625124e-05,9.357748e+02
7.574500e+05,2.625563e-05,9.358306e+02
7.575000e+05,2.626002e-05,9.358863e+02
7.575500e+05,2.626442e-05,9.359421e+02
7.576000e+05,2.626881e-05,9.359978e+02
7.576500e+05,2.627321e-05,9.360536e+02
7.577000e+05,2.627760e-05,9.361093e+02
7.577500e+05,2.628200e-05,9.361651e+02
7.578000e+05,2.628640e-05,9.362208e+02
7.578500e+05,2.629080e-05,9.362766e+02
7.579000e+05,2.629520e-05,9.363323e+02
7.579500e+05,2.629960e-05,9.363881e+02
7.580000e+05,2.630400e-05,9.364438e+02
7.580500e+05,2.630841e-05,9.364996e+02
7.581000e+05,2.631281e-05,9.365553e+02
7.581500e+05,2.631722e-05,9.366111e+02
7.582000e+05,2.632163e-05,9.366668e+02
7.582500e+05,2.632604e-05,9.367226e+02
7.583000e+05,2.633045e-05,9.367783e+02
7.583500e+05,2.633486e-05,9.368341e+02
7.584000e+05,2.633927e-05,9.368898e+02
7.584500e+05,2.634368e-05,9.369456e+02
7.585000e+05,2.634810e-05,9.370013e+02
7.585500e+05,2.635251e-05,9.370571e+02
7.586000e+05,2.635693e-05,9.371128e+02
7.586500e+05,2.636135e-05,9.371686e+02
7.587000e+05,2.636576e-05,9.372243e+02
7.587500e+05,2.637018e-05,9.372801e+02
7.588000e+05,2.637461e-05,9.373358e+02
7.588500e+05,2.637903e-05,9.373916e+02
7.589000e+05,2.638345e-05,9.374473e+02
7.589500e+05,2.638788e-05,9.375031e+02
7.590000e+05,2.639230e-05,9.375588e+02
7.590500e+05,2.639673e-05,9.376146e+02
7.591000e+05,2.640116e-05,9.376703e+02
7.591500e+05,2.640558e-05,9.377261e+02
7.592000e+05,2.641001e-05,9.377819e+02
7.592500e+05,2.641444e-05,9.378376e+02
7.593000e+05,2.641888e-05,9.378934e+02
7.593500e+05,2.642331e-05,9.379491e+02
7.594000e+05,2.642774e-05,9.380049e+02
7.594500e+05,2.643218e-05,9.380606e+02
7.595000e+05,2.643662e-05,9.381164e+02
7.595500e+05,2.644105e-05,9.381721e+02
7.596000e+05,2.644549e-05,9.382279e+02
7.596500e+05,2.644993e-05,9.382836e+02
